,Unnamed: 0,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,ΔValue
12110,12110,None,2021-10-22 09:53:51,2021-10-20,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$32.15,+1.00,"1,657.00",0.06%,+$32.15
12124,12124,M,2021-10-21 18:46:46,2021-10-19,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$16.30,"+1,500.00","270,188.00",0.56%,"+$24,450.00"
12254,12254,M,2021-10-15 17:11:48,2021-10-13,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$16.07,"+1,000.00","268,688.00",0.37%,"+$16,070.00"
12291,12291,None,2021-10-14 09:30:57,2021-10-13,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.50,+3.00,"6,074.00",0.05%,+$97.50
12353,12353,M,2021-10-12 09:13:09,2021-10-07,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$15.98,"+1,500.00","267,688.00",0.56%,"+$23,965.00"
12382,12382,None,2021-10-08 13:11:33,2021-10-06,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$31.98,+3.00,"6,071.00",0.05%,+$95.94
12432,12432,M,2021-10-06 16:42:12,2021-10-04,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$15.65,+654.00,"266,188.00",0.25%,"+$10,237.20"
11636,11636,M,2021-11-05 17:17:34,2021-10-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,KAZIMI A J,"Dir,Chairman and CEO10%",Purchase,$2.72,+315.00,"5,769,774.00",0.01%,+$856.95
11638,11638,M,2021-11-05 17:15:11,2021-10-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Cearnal Martin E,"Dir,Sr VP/Chief Commercial Officer",Purchase,$2.72,"+2,205.00","173,874.00",1.28%,"+$5,998.65"
11639,11639,M,2021-11-05 17:16:20,2021-10-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Krogulski Kenneth,Dir,Purchase,$2.72,"+1,785.00","179,140.00",1.01%,"+$4,856.05"
11640,11640,M,2021-11-05 17:19:20,2021-10-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Young Caroline,Dir,Purchase,$2.72,+315.00,"13,988.00",2.3%,+$856.95
11641,11641,M,2021-11-05 17:20:39,2021-10-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Jones James,Dir,Purchase,$2.72,+882.00,"18,060.00",5.13%,"+$2,399.46"
11642,11642,M,2021-11-05 17:23:39,2021-10-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Galante Joseph C,Dir,Purchase,$2.72,"+2,982.00","43,777.00",7.31%,"+$8,112.46"
12535,12535,None,2021-10-04 13:44:28,2021-10-01,BWFG,"Bankwell Financial Group, Inc.",Drexler Blake S,Dir,Purchase,$29.50,+366.00,"245,950.00",0.15%,"+$10,797.00"
12536,12536,None,2021-10-04 13:44:44,2021-10-01,BWFG,"Bankwell Financial Group, Inc.",Dale Eric J,Dir,Purchase,$29.50,+232.00,"55,884.00",0.42%,"+$6,844.00"
12537,12537,None,2021-10-04 13:44:58,2021-10-01,BWFG,"Bankwell Financial Group, Inc.",Jones Daniel S,Dir,Purchase,$29.49,+157.00,"270,428.00",0.06%,"+$4,629.93"
12538,12538,None,2021-10-04 13:45:22,2021-10-01,BWFG,"Bankwell Financial Group, Inc.",Porto Carl M,Dir,Purchase,$29.49,+145.00,"31,132.00",0.47%,"+$4,276.05"
12417,12417,None,2021-10-06 16:34:38,2021-09-30,ED,CONSOLIDATED EDISON INC,de la Bastide Lore,"SVP, Utility Shared Services",Purchase,$72.59,+13.73,969.66,1.44%,+$996.44
12418,12418,None,2021-10-06 16:36:28,2021-09-30,ED,CONSOLIDATED EDISON INC,Cawley Timothy,"Dir,Director, President, CEO",Purchase,$72.59,+80.56,"17,115.16",0.47%,"+$5,847.85"
12419,12419,None,2021-10-06 16:37:45,2021-09-30,ED,CONSOLIDATED EDISON INC,Donnley Deneen L,SVP and General Counsel,Purchase,$72.59,+42.13,937.82,4.7%,"+$3,058.22"
12420,12420,None,2021-10-06 16:39:51,2021-09-30,ED,CONSOLIDATED EDISON INC,HOGLUND ROBERT N,SVP & CFO,Purchase,$72.59,+160.98,"43,111.86",0.37%,"+$11,685.76"
12421,12421,None,2021-10-06 16:45:54,2021-09-30,ED,CONSOLIDATED EDISON INC,Ketschke Matthew,President CECONY,Purchase,$72.59,+8.62,"1,852.44",0.47%,+$625.94
12422,12422,None,2021-10-06 16:47:27,2021-09-30,ED,CONSOLIDATED EDISON INC,Miller Joseph,VP & Controller,Purchase,$72.59,+13.06,"1,107.95",1.19%,+$948.32
12423,12423,None,2021-10-06 16:49:35,2021-09-30,ED,CONSOLIDATED EDISON INC,Nachmias Stuart,President & CEO CET,Purchase,$72.59,+22.93,"1,190.51",1.96%,"+$1,664.49"
12424,12424,None,2021-10-06 16:50:59,2021-09-30,ED,CONSOLIDATED EDISON INC,Nadkarni Gurudatta D,"VP, Strategic Planning",Purchase,$72.59,+127.19,"8,435.18",1.53%,"+$9,232.65"
12425,12425,None,2021-10-06 16:53:03,2021-09-30,ED,CONSOLIDATED EDISON INC,RESHESKE FRANCES,"SVP, Corporate Affairs",Purchase,$72.59,+1.45,"56,565.19",0%,+$105.55
12426,12426,None,2021-10-06 16:54:48,2021-09-30,ED,CONSOLIDATED EDISON INC,Sanchez Robert,"President & CEO, O&R",Purchase,$72.59,+73.70,"7,581.33",0.98%,"+$5,349.67"
12499,12499,None,2021-10-04 13:46:06,2021-09-30,BWFG,"Bankwell Financial Group, Inc.",SEIDMAN LAWRENCE B,Dir,Purchase,$29.49,+179.00,"705,729.00",0.03%,"+$5,278.71"
12523,12523,None,2021-10-04 19:24:44,2021-09-30,FTK,FLOTEK INDUSTRIES INC,GIBSON JOHN W JR,"Dir,CEO and President",Purchase,$1.22,"+2,000.00","870,593.00",0.23%,"+$2,440.00"
12527,12527,M,2021-10-04 16:06:26,2021-09-30,FRME,FIRST MERCHANTS CORP,Sherman Patrick A,Dir,"Grant,Purchase",$1.05,+477.87,"49,519.61",0.97%,+$500.02
12530,12530,None,2021-10-04 17:47:42,2021-09-30,GWRS,"Global Water Resources, Inc.",COY DEBRA,Dir,Purchase,$18.82,+21.71,"16,803.94",0.13%,+$408.56
12539,12539,None,2021-10-04 13:45:45,2021-09-30,BWFG,"Bankwell Financial Group, Inc.",Garnett James M Jr,Dir,Purchase,$29.49,+135.00,"19,331.00",0.7%,"+$3,981.15"
12581,12581,None,2021-10-01 14:45:49,2021-09-30,MPB,MID PENN BANCORP INC,KERWIN GREGORY M,Dir,Purchase,$27.55,+36.00,"36,645.09",0.1%,+$991.80
12584,12584,None,2021-10-01 14:44:37,2021-09-30,MPB,MID PENN BANCORP INC,MOWERY THEODORE W,Dir,Purchase,$27.55,+73.00,"27,113.65",0.27%,"+$2,011.15"
12589,12589,None,2021-10-01 15:04:33,2021-09-30,MPB,MID PENN BANCORP INC,Grubic Robert C,Dir,Purchase,$27.55,+181.00,"53,942.23",0.34%,"+$4,986.55"
12594,12594,None,2021-10-01 14:47:27,2021-09-30,MPB,MID PENN BANCORP INC,De Soto Matthew G,Dir,Purchase,$27.55,+227.00,"43,212.67",0.53%,"+$6,253.85"
12597,12597,None,2021-10-01 14:46:58,2021-09-30,MPB,MID PENN BANCORP INC,Boyer Steven T,Dir,Purchase,$27.55,+91.00,"9,672.15",0.95%,"+$2,507.05"
12598,12598,None,2021-10-01 14:46:27,2021-09-30,MPB,MID PENN BANCORP INC,Abel Robert A,Dir,Purchase,$27.55,+18.00,"17,592.61",0.1%,+$495.90
12599,12599,None,2021-10-01 15:23:05,2021-09-30,MPB,MID PENN BANCORP INC,Klinger Robert E,Dir,Purchase,$27.55,+181.00,"13,218.45",1.39%,"+$4,986.55"
12602,12602,None,2021-10-01 14:47:03,2021-09-30,MPB,MID PENN BANCORP INC,QUANDEL NOBLE C JR,Dir,Purchase,$27.55,+109.00,"141,191.11",0.08%,"+$3,002.95"
12603,12603,None,2021-10-01 15:09:03,2021-09-30,MPB,MID PENN BANCORP INC,Moisey Robert J,Dir,Purchase,$27.55,+109.00,"35,746.28",0.31%,"+$3,002.95"
12610,12610,None,2021-10-01 14:48:04,2021-09-30,MPB,MID PENN BANCORP INC,Frank Joel L.,Dir,Purchase,$27.55,+91.00,"5,199.87",1.78%,"+$2,507.05"
12611,12611,None,2021-10-01 15:10:21,2021-09-30,MPB,MID PENN BANCORP INC,Novak Alan P.,Dir,Purchase,$27.55,+18.00,"10,906.82",0.17%,+$495.90
12613,12613,None,2021-10-01 16:05:56,2021-09-30,MPB,MID PENN BANCORP INC,Brumbaugh Kimberly J,Dir,Purchase,$27.55,+91.00,"4,214.94",2.21%,"+$2,507.05"
12579,12579,M,2021-10-01 17:09:22,2021-09-29,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$15.82,+982.00,"265,534.00",0.37%,"+$15,534.76"
12635,12635,None,2021-09-30 10:28:26,2021-09-29,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.00,+3.00,"6,068.00",0.05%,+$96.00
12644,12644,None,2021-09-30 10:25:44,2021-09-29,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hanks Patricia A,SVP,Purchase,$32.00,+3.00,"3,978.00",0.08%,+$96.00
12645,12645,None,2021-09-30 10:23:20,2021-09-29,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$32.00,+1.00,"1,657.00",0.06%,+$32.00
12649,12649,None,2021-09-30 10:20:13,2021-09-29,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Duffey Gregory A,Dir,Purchase,$32.00,+31.00,"7,988.00",0.39%,+$992.00
12656,12656,None,2021-09-30 10:17:52,2021-09-29,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Craig Kevin W,Dir,Purchase,$32.00,+156.00,"10,792.00",1.47%,"+$4,992.00"
12721,12721,None,2021-09-28 16:40:00,2021-09-28,CSWC,CAPITAL SOUTHWEST CORP,BATTIST CHRISTINE,Dir,Purchase,$25.40,+700.00,"7,459.00",10.36%,"+$17,780.00"
12707,12707,M,2021-09-28 16:51:16,2021-09-24,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$15.82,"+1,500.00","264,552.00",0.57%,"+$23,725.00"
12770,12770,None,2021-09-24 08:37:12,2021-09-23,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.22,"+2,642.00","154,112.00",1.74%,"+$19,072.33"
12806,12806,None,2021-09-23 11:32:36,2021-09-22,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.15,+3.00,"6,065.00",0.05%,+$96.45
12854,12854,None,2021-09-22 17:14:05,2021-09-22,GWRS,"Global Water Resources, Inc.",Cohn Andrew M.,Dir,Purchase,$17.90,"+1,824.00","1,861,897.00",0.1%,"+$32,649.60"
12801,12801,None,2021-09-23 18:45:53,2021-09-21,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$15.79,+500.00,"263,052.00",0.19%,"+$7,895.00"
12941,12941,M,2021-09-20 16:09:03,2021-09-16,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$15.96,"+1,000.00","262,552.00",0.38%,"+$15,960.00"
12949,12949,None,2021-09-20 08:56:23,2021-09-16,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.14,"+6,470.00","151,470.00",4.46%,"+$46,210.68"
12951,12951,None,2021-09-20 08:42:25,2021-09-15,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$31.21,+3.00,"6,062.00",0.05%,+$93.63
12961,12961,None,2021-09-20 08:43:55,2021-09-15,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$31.21,+1.00,"1,656.00",0.06%,+$31.21
12993,12993,None,2021-09-17 16:37:54,2021-09-15,ED,CONSOLIDATED EDISON INC,Miller Joseph,VP & Controller,Purchase,$73.99,+1.10,"1,093.79",0.1%,+$81.61
13041,13041,None,2021-09-17 08:49:35,2021-09-15,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.30,"+1,000.00","26,623.00",3.9%,"+$7,300.00"
13042,13042,None,2021-09-17 08:46:35,2021-09-15,TURN,180 DEGREE CAPITAL CORP.,Bigelow Robert E III,"VP, Head of Fund Development",Purchase,$7.36,+340.00,"91,556.00",0.37%,"+$2,500.90"
13154,13154,M,2021-09-15 18:14:14,2021-09-13,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$16.61,"+1,049.00","261,552.00",0.4%,"+$17,424.29"
13229,13229,None,2021-09-14 09:00:48,2021-09-13,RILY,"B. Riley Financial, Inc.",PAULSON RANDALL E,Dir,Purchase,$60.51,"+15,000.00","114,417.00",15.09%,"+$907,659.00"
13260,13260,None,2021-09-14 13:03:34,2021-09-10,USQIX,USQ Core Real Estate Fund,Mann Havilah Stewart,Dir,Purchase,$26.15,+133.84,"1,516.99",9.68%,"+$3,499.99"
13261,13261,None,2021-09-14 15:45:08,2021-09-10,USQIX,USQ Core Real Estate Fund,Fairchild Gregory B.,Dir,Purchase,$26.15,+382.41,"4,216.10",9.97%,"+$10,000.00"
13395,13395,None,2021-09-10 14:26:46,2021-09-10,RILY,"B. Riley Financial, Inc.",Moore Andrew,"CEO B. Riley Securities, Inc.",Purchase,$60.20,"+5,000.00","234,758.00",2.18%,"+$301,000.00"
13309,13309,None,2021-09-13 16:23:07,2021-09-09,BWFG,"Bankwell Financial Group, Inc.",Porto Carl M,Dir,Purchase,$29.20,+129.00,"30,987.00",0.42%,"+$3,766.80"
13310,13310,None,2021-09-13 16:23:23,2021-09-09,BWFG,"Bankwell Financial Group, Inc.",Drexler Blake S,Dir,Purchase,$29.20,+316.00,"245,584.00",0.13%,"+$9,227.20"
13311,13311,None,2021-09-13 16:23:39,2021-09-09,BWFG,"Bankwell Financial Group, Inc.",Jones Daniel S,Dir,Purchase,$29.20,+154.00,"270,271.00",0.06%,"+$4,496.80"
13312,13312,None,2021-09-13 16:23:53,2021-09-09,BWFG,"Bankwell Financial Group, Inc.",Dale Eric J,Dir,Purchase,$29.20,+203.00,"55,652.00",0.37%,"+$5,927.60"
13384,13384,M,2021-09-10 16:06:18,2021-09-09,CSWC,CAPITAL SOUTHWEST CORP,Thomas William R III,Dir,"Sale,Purchase",$27.72,0.00,"592,156.00",0%,+$97.20
13403,13403,None,2021-09-10 16:04:39,2021-09-09,CSWC,CAPITAL SOUTHWEST CORP,BATTIST CHRISTINE,Dir,Purchase,$27.75,+568.00,"6,759.00",9.17%,"+$15,764.27"
13350,13350,None,2021-09-10 11:53:43,2021-09-08,BWFG,"Bankwell Financial Group, Inc.",SEIDMAN LAWRENCE B,Dir,Purchase,$29.69,+145.00,"705,550.00",0.02%,"+$4,305.05"
13376,13376,M,2021-09-10 16:56:15,2021-09-08,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$16.94,"+1,000.00","260,503.00",0.39%,"+$16,940.00"
13401,13401,None,2021-09-10 11:53:28,2021-09-08,BWFG,"Bankwell Financial Group, Inc.",Garnett James M Jr,Dir,Purchase,$29.69,+105.00,"19,196.00",0.55%,"+$3,117.45"
13467,13467,None,2021-09-09 09:10:20,2021-09-08,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.40,"+1,000.00","25,623.00",4.06%,"+$7,400.00"
13492,13492,None,2021-09-08 11:58:22,2021-09-08,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$31.86,+3.00,"6,058.00",0.05%,+$95.58
13445,13445,M,2021-09-09 09:06:26,2021-09-07,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.41,"+5,000.00","145,000.00",3.57%,"+$37,048.32"
13534,13534,None,2021-09-07 09:15:17,2021-09-03,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.35,"+2,346.00","419,656.00",0.56%,"+$17,233.95"
13527,13527,M,2021-09-07 16:38:17,2021-09-02,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$16.97,"+1,050.00","259,503.00",0.41%,"+$17,815.50"
12562,12562,M,2021-10-01 17:11:43,2021-09-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,KAZIMI A J,"Dir,Chairman and CEO10%",Purchase,$2.83,+315.00,"5,769,459.00",0.01%,+$891.15
12564,12564,M,2021-10-01 17:07:04,2021-09-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Cearnal Martin E,"Dir,Sr VP/Chief Commercial Officer",Purchase,$2.83,"+2,205.00","171,669.00",1.3%,"+$6,238.05"
12565,12565,M,2021-10-01 17:09:48,2021-09-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Krogulski Kenneth,Dir,Purchase,$2.83,"+1,785.00","177,355.00",1.02%,"+$5,049.85"
12566,12566,M,2021-10-01 17:12:47,2021-09-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Young Caroline,Dir,Purchase,$2.83,+315.00,"13,673.00",2.36%,+$891.15
12567,12567,M,2021-10-01 17:14:52,2021-09-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Jones James,Dir,Purchase,$2.83,+882.00,"17,178.00",5.41%,"+$2,495.22"
12568,12568,M,2021-10-01 17:16:42,2021-09-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Galante Joseph C,Dir,Purchase,$2.83,"+2,982.00","40,795.00",7.89%,"+$8,436.22"
13599,13599,M,2021-09-03 07:30:20,2021-09-01,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.39,"+3,800.00","140,000.00",2.79%,"+$28,077.00"
13662,13662,None,2021-09-02 10:59:19,2021-09-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.15,+3.00,"6,055.00",0.05%,+$96.45
13663,13663,None,2021-09-02 11:53:13,2021-09-01,FRME,FIRST MERCHANTS CORP,Sherman Patrick A,Dir,Purchase,$41.17,+12.15,"48,728.04",0.02%,+$500.00
13669,13669,None,2021-09-02 11:09:01,2021-09-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Cekovich Ronald L,SVP,Purchase,$32.15,+3.00,"7,935.00",0.04%,+$96.45
13677,13677,None,2021-09-02 11:05:39,2021-09-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hanks Patricia A,SVP,Purchase,$32.15,+3.00,"3,975.00",0.08%,+$96.45
13678,13678,None,2021-09-02 11:07:34,2021-09-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$32.15,+1.00,"1,655.00",0.06%,+$32.15
13681,13681,None,2021-09-02 11:03:22,2021-09-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Duffey Gregory A,Dir,Purchase,$32.15,+31.00,"7,956.00",0.39%,+$996.65
13691,13691,None,2021-09-02 11:01:20,2021-09-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Craig Kevin W,Dir,Purchase,$32.15,+156.00,"10,636.00",1.49%,"+$5,015.40"
13567,13567,None,2021-09-03 16:31:18,2021-08-31,ED,CONSOLIDATED EDISON INC,de la Bastide Lore,"SVP, Utility Shared Services",Purchase,$75.45,+4.42,954.02,0.47%,+$333.34
13568,13568,None,2021-09-03 16:32:30,2021-08-31,ED,CONSOLIDATED EDISON INC,Cawley Timothy,"Dir,Director, President, CEO",Purchase,$75.45,+30.69,"16,901.25",0.18%,"+$2,315.56"
13569,13569,None,2021-09-03 16:33:14,2021-08-31,ED,CONSOLIDATED EDISON INC,Donnley Deneen L,SVP and General Counsel,Purchase,$75.45,+30.66,895.69,3.54%,"+$2,313.30"
13570,13570,None,2021-09-03 16:34:00,2021-08-31,ED,CONSOLIDATED EDISON INC,HOGLUND ROBERT N,SVP & CFO,Purchase,$75.45,+30.68,"42,950.88",0.07%,"+$2,314.81"
13571,13571,None,2021-09-03 16:34:51,2021-08-31,ED,CONSOLIDATED EDISON INC,Ketschke Matthew,President CECONY,Purchase,$75.45,+1.47,"1,826.59",0.08%,+$111.14
13572,13572,None,2021-09-03 16:35:36,2021-08-31,ED,CONSOLIDATED EDISON INC,Miller Joseph,VP & Controller,Purchase,$75.45,+2.95,"1,092.69",0.27%,+$222.20
13573,13573,None,2021-09-03 16:36:23,2021-08-31,ED,CONSOLIDATED EDISON INC,Nachmias Stuart,President & CEO CET,Purchase,$75.45,+8.84,"1,167.58",0.76%,+$666.68
13574,13574,None,2021-09-03 16:37:16,2021-08-31,ED,CONSOLIDATED EDISON INC,Nadkarni Gurudatta D,"VP, Strategic Planning",Purchase,$75.45,+27.55,"8,307.99",0.33%,"+$2,078.87"
13575,13575,None,2021-09-03 16:38:34,2021-08-31,ED,CONSOLIDATED EDISON INC,Sanchez Robert,"President & CEO, O&R",Purchase,$75.45,+30.63,"7,466.56",0.41%,"+$2,311.11"
13650,13650,None,2021-09-02 17:59:11,2021-08-31,FTK,FLOTEK INDUSTRIES INC,GIBSON JOHN W JR,"Dir,CEO and President",Purchase,$1.37,"+2,000.00","868,593.00",0.23%,"+$2,740.00"
13675,13675,None,2021-09-02 18:41:37,2021-08-31,GWRS,"Global Water Resources, Inc.",Krygier Christopher D,Chief Strategy Officer,Purchase,$20.04,+3.13,"2,576.10",0.12%,+$62.62
13775,13775,None,2021-08-31 16:30:51,2021-08-31,CSWC,CAPITAL SOUTHWEST CORP,Morgan Thomas Duane,Dir,Purchase,$26.39,+381.00,"24,821.00",1.56%,"+$10,054.59"
13712,13712,M,2021-09-01 16:57:36,2021-08-30,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$17.36,"+1,000.00","258,453.00",0.39%,"+$17,365.00"
13832,13832,None,2021-08-30 09:04:24,2021-08-27,BWFG,"Bankwell Financial Group, Inc.",Garnett James M Jr,Dir,Purchase,$30.54,+24.00,"19,091.00",0.13%,+$732.96
13833,13833,None,2021-08-30 09:04:41,2021-08-27,BWFG,"Bankwell Financial Group, Inc.",Dale Eric J,Dir,Purchase,$30.54,+128.00,"55,449.00",0.23%,"+$3,909.12"
13834,13834,None,2021-08-30 09:04:56,2021-08-27,BWFG,"Bankwell Financial Group, Inc.",Drexler Blake S,Dir,Purchase,$30.54,+165.00,"245,268.00",0.07%,"+$5,039.10"
13835,13835,None,2021-08-30 09:05:19,2021-08-27,BWFG,"Bankwell Financial Group, Inc.",Jones Daniel S,Dir,Purchase,$30.54,+134.00,"270,117.00",0.05%,"+$4,092.36"
13836,13836,None,2021-08-30 09:05:41,2021-08-27,BWFG,"Bankwell Financial Group, Inc.",Porto Carl M,Dir,Purchase,$30.54,+62.00,"30,858.00",0.2%,"+$1,893.48"
13868,13868,M,2021-08-27 16:34:43,2021-08-25,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$17.70,"+1,500.00","257,453.00",0.59%,"+$26,550.00"
13923,13923,None,2021-08-26 09:18:10,2021-08-25,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.30,"+6,762.00","417,310.00",1.65%,"+$49,362.60"
13983,13983,None,2021-08-25 13:56:48,2021-08-25,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.35,+3.00,"5,999.00",0.05%,+$97.05
14050,14050,M,2021-08-24 19:00:07,2021-08-20,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$17.43,"+1,000.00","255,953.00",0.39%,"+$17,430.00"
14133,14133,None,2021-08-23 08:28:00,2021-08-20,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.39,"+1,200.00","136,200.00",0.89%,"+$8,868.00"
14241,14241,None,2021-08-20 08:30:39,2021-08-19,RILY,"B. Riley Financial, Inc.",PAULSON RANDALL E,Dir,Purchase,$60.82,"+10,000.00","99,417.00",11.18%,"+$608,220.00"
14336,14336,None,2021-08-19 13:14:55,2021-08-19,RILY,"B. Riley Financial, Inc.",RILEY BRYANT R,"Dir,Chairman and Co-CEO10%",Purchase,$60.61,"+135,000.00","5,870,171.00",2.35%,"+$8,181,729.00"
14246,14246,None,2021-08-20 15:05:41,2021-08-18,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$33.50,+3.00,"5,996.00",0.05%,+$100.50
14254,14254,None,2021-08-20 15:03:41,2021-08-18,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Cekovich Ronald L,SVP,Purchase,$33.50,+3.00,"7,932.00",0.04%,+$100.50
14268,14268,None,2021-08-20 15:01:43,2021-08-18,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$33.50,+1.00,"1,643.00",0.06%,+$33.50
14337,14337,M,2021-08-19 17:03:26,2021-08-17,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$17.49,"+1,500.00","254,953.00",0.59%,"+$26,240.00"
14439,14439,None,2021-08-18 09:04:15,2021-08-17,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.48,"+20,000.00","410,548.00",5.12%,"+$149,600.00"
14550,14550,None,2021-08-17 15:11:04,2021-08-17,RILY,"B. Riley Financial, Inc.",RILEY BRYANT R,"Dir,Chairman and Co-CEO10%",Purchase,$63.59,"+15,000.00","5,735,171.00",0.26%,"+$953,899.50"
14498,14498,M,2021-08-18 08:57:33,2021-08-16,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.56,+760.00,"24,623.00",3.18%,"+$5,745.20"
14503,14503,None,2021-08-18 08:54:05,2021-08-16,TURN,180 DEGREE CAPITAL CORP.,Bigelow Robert E III,"VP, Head of Fund Development",Purchase,$7.63,+650.00,"91,216.00",0.72%,"+$4,958.20"
14645,14645,M,2021-08-16 16:09:14,2021-08-12,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$17.93,"+1,500.00","253,453.00",0.6%,"+$26,890.00"
14651,14651,None,2021-08-16 16:35:08,2021-08-12,CVRX,"CVRx, Inc.",Jain Mudit K.,Dir,Purchase,$19.72,+625.00,"935,008.00",0.07%,"+$12,328.00"
14654,14654,None,2021-08-16 08:01:34,2021-08-12,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.54,+615.00,"390,548.00",0.16%,"+$4,637.10"
14728,14728,M,2021-08-13 18:09:47,2021-08-11,RILY,"B. Riley Financial, Inc.",RILEY BRYANT R,"Dir,Chairman and Co-CEO10%",Purchase,$64.95,"+9,364.00","5,720,171.00",0.16%,"+$608,147.98"
